TargetScore,miRNA,GeneSymbol,GeneDescription
64,mmu-miR-466i-3p,Il11ra1,"interleukin 11 receptor, alpha chain 1"
64,mmu-miR-466i-3p,Alcam,activated leukocyte cell adhesion molecule
64,mmu-miR-466i-3p,Sox21,SRY (sex determining region Y)-box 21
64,mmu-miR-466i-3p,Zfp182,zinc finger protein 182
64,mmu-miR-466i-3p,Tbc1d10a,"TBC1 domain family, member 10a"
64,mmu-miR-466i-3p,Mecom,MDS1 and EVI1 complex locus
64,mmu-miR-466i-3p,Ankrd40,ankyrin repeat domain 40
64,mmu-miR-466i-3p,Zfp595,zinc finger protein 595
64,mmu-miR-466i-3p,Rnmt,RNA (guanine-7-) methyltransferase
64,mmu-miR-466i-3p,Nfatc2,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2"
64,mmu-miR-466i-3p,Cd244a,CD244 molecule A
64,mmu-miR-466i-3p,1110059E24Rik,RIKEN cDNA 1110059E24 gene
64,mmu-miR-466i-3p,Gm13305,predicted gene 13305
64,mmu-miR-466i-3p,Vsx1,visual system homeobox 1
64,mmu-miR-466i-3p,Vapb,"vesicle-associated membrane protein, associated protein B and C"
64,mmu-miR-466i-3p,Rgmb,repulsive guidance molecule family member B
64,mmu-miR-466i-3p,Hdhd2,haloacid dehalogenase-like hydrolase domain containing 2
64,mmu-miR-466i-3p,Mlx,MAX-like protein X
64,mmu-miR-466i-3p,Mgat4a,"mannoside acetylglucosaminyltransferase 4, isoenzyme A"
64,mmu-miR-466i-3p,Arhgef18,rho/rac guanine nucleotide exchange factor (GEF) 18
64,mmu-miR-466i-3p,Csnk1g3,"casein kinase 1, gamma 3"
63,mmu-miR-466i-3p,Larp4b,"La ribonucleoprotein domain family, member 4B"
63,mmu-miR-466i-3p,Aff3,"AF4/FMR2 family, member 3"
63,mmu-miR-466i-3p,Fezf1,Fez family zinc finger 1
63,mmu-miR-466i-3p,Sin3a,"transcriptional regulator, SIN3A (yeast)"
63,mmu-miR-466i-3p,Itga9,integrin alpha 9
63,mmu-miR-466i-3p,Abi3bp,"ABI gene family, member 3 (NESH) binding protein"
63,mmu-miR-466i-3p,Zfp827,zinc finger protein 827
63,mmu-miR-466i-3p,Pou3f4,"POU domain, class 3, transcription factor 4"
63,mmu-miR-466i-3p,Cyp2c50,"cytochrome P450, family 2, subfamily c, polypeptide 50"
63,mmu-miR-466i-3p,Akt2,thymoma viral proto-oncogene 2
63,mmu-miR-466i-3p,Bicdl2,BICD family like cargo adaptor 2
63,mmu-miR-466i-3p,Rbbp5,"retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit"
63,mmu-miR-466i-3p,Hivep3,human immunodeficiency virus type I enhancer binding protein 3
63,mmu-miR-466i-3p,Nmrk1,nicotinamide riboside kinase 1
63,mmu-miR-466i-3p,Elovl4,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4"
63,mmu-miR-466i-3p,D630045J12Rik,RIKEN cDNA D630045J12 gene
63,mmu-miR-466i-3p,Klra2,"killer cell lectin-like receptor, subfamily A, member 2"
63,mmu-miR-466i-3p,Slc14a1,"solute carrier family 14 (urea transporter), member 1"
63,mmu-miR-466i-3p,Ankrd50,ankyrin repeat domain 50
63,mmu-miR-466i-3p,Upp2,uridine phosphorylase 2
63,mmu-miR-466i-3p,Smim13,small integral membrane protein 13
63,mmu-miR-466i-3p,Arl6ip1,ADP-ribosylation factor-like 6 interacting protein 1
63,mmu-miR-466i-3p,Kcne2,"potassium voltage-gated channel, Isk-related subfamily, gene 2"
63,mmu-miR-466i-3p,Fat2,FAT atypical cadherin 2
63,mmu-miR-466i-3p,Kcnj5,"potassium inwardly-rectifying channel, subfamily J, member 5"
63,mmu-miR-466i-3p,Col5a1,"collagen, type V, alpha 1"
63,mmu-miR-466i-3p,Pdk4,"pyruvate dehydrogenase kinase, isoenzyme 4"
63,mmu-miR-466i-3p,Tmed8,transmembrane p24 trafficking protein 8
62,mmu-miR-466i-3p,Prdm16,PR domain containing 16
62,mmu-miR-466i-3p,Lgals8,"lectin, galactose binding, soluble 8"
62,mmu-miR-466i-3p,Mast4,microtubule associated serine/threonine kinase family member 4
62,mmu-miR-466i-3p,Trim52,tripartite motif-containing 52
62,mmu-miR-466i-3p,Wwp2,WW domain containing E3 ubiquitin protein ligase 2
62,mmu-miR-466i-3p,Map3k5,mitogen-activated protein kinase kinase kinase 5
62,mmu-miR-466i-3p,Spag16,sperm associated antigen 16
62,mmu-miR-466i-3p,Fnbp1l,formin binding protein 1-like
62,mmu-miR-466i-3p,Tsr2,TSR2 20S rRNA accumulation
62,mmu-miR-466i-3p,Ghsr,growth hormone secretagogue receptor
62,mmu-miR-466i-3p,Kdm4a,lysine (K)-specific demethylase 4A
62,mmu-miR-466i-3p,Kti12,"KTI12 homolog, chromatin associated"
62,mmu-miR-466i-3p,Gin1,gypsy retrotransposon integrase 1
62,mmu-miR-466i-3p,Fndc1,fibronectin type III domain containing 1
62,mmu-miR-466i-3p,Fggy,FGGY carbohydrate kinase domain containing
62,mmu-miR-466i-3p,Rwdd4a,RWD domain containing 4A
62,mmu-miR-466i-3p,Dnajb1,DnaJ heat shock protein family (Hsp40) member B1
62,mmu-miR-466i-3p,Uqcrc2,ubiquinol cytochrome c reductase core protein 2
62,mmu-miR-466i-3p,Mga,MAX gene associated
62,mmu-miR-466i-3p,Ttc3,tetratricopeptide repeat domain 3
62,mmu-miR-466i-3p,Pxdn,peroxidasin
62,mmu-miR-466i-3p,Erc2,ELKS/RAB6-interacting/CAST family member 2
62,mmu-miR-466i-3p,Ubxn2b,UBX domain protein 2B
62,mmu-miR-466i-3p,Olfr658,olfactory receptor 658
62,mmu-miR-466i-3p,Gria3,"glutamate receptor, ionotropic, AMPA3 (alpha 3)"
62,mmu-miR-466i-3p,Cwf19l1,"CWF19-like 1, cell cycle control (S. pombe)"
62,mmu-miR-466i-3p,Stxbp5l,syntaxin binding protein 5-like
62,mmu-miR-466i-3p,Gmnn,geminin
62,mmu-miR-466i-3p,Nampt,nicotinamide phosphoribosyltransferase
62,mmu-miR-466i-3p,Ezh1,enhancer of zeste 1 polycomb repressive complex 2 subunit
62,mmu-miR-466i-3p,Dlc1,deleted in liver cancer 1
62,mmu-miR-466i-3p,Sgo1,shugoshin 1
62,mmu-miR-466i-3p,Rdx,radixin
62,mmu-miR-466i-3p,Hnrnpr,heterogeneous nuclear ribonucleoprotein R
62,mmu-miR-466i-3p,Elmod1,ELMO/CED-12 domain containing 1
61,mmu-miR-466i-3p,Rgs4,regulator of G-protein signaling 4
61,mmu-miR-466i-3p,Map3k2,mitogen-activated protein kinase kinase kinase 2
61,mmu-miR-466i-3p,Acsl3,acyl-CoA synthetase long-chain family member 3
61,mmu-miR-466i-3p,Zbtb41,zinc finger and BTB domain containing 41
61,mmu-miR-466i-3p,Aass,aminoadipate-semialdehyde synthase
61,mmu-miR-466i-3p,Rs1,"retinoschisis (X-linked, juvenile) 1 (human)"
61,mmu-miR-466i-3p,Bcl2l11,BCL2-like 11 (apoptosis facilitator)
61,mmu-miR-466i-3p,Phip,pleckstrin homology domain interacting protein
61,mmu-miR-466i-3p,Zfand5,"zinc finger, AN1-type domain 5"
61,mmu-miR-466i-3p,St8sia4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
61,mmu-miR-466i-3p,Zbtb5,zinc finger and BTB domain containing 5
61,mmu-miR-466i-3p,Ctdp1,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1"
61,mmu-miR-466i-3p,Pogk,pogo transposable element with KRAB domain
61,mmu-miR-466i-3p,Clasp2,CLIP associating protein 2
61,mmu-miR-466i-3p,Lyrm9,LYR motif containing 9
61,mmu-miR-466i-3p,Zfp318,zinc finger protein 318
61,mmu-miR-466i-3p,Nbea,neurobeachin
61,mmu-miR-466i-3p,Tmem38b,transmembrane protein 38B
61,mmu-miR-466i-3p,Fam227a,"family with sequence similarity 227, member A"
61,mmu-miR-466i-3p,Socs6,suppressor of cytokine signaling 6
61,mmu-miR-466i-3p,Vezt,"vezatin, adherens junctions transmembrane protein"
61,mmu-miR-466i-3p,Gdi1,guanosine diphosphate (GDP) dissociation inhibitor 1
61,mmu-miR-466i-3p,Hdac9,histone deacetylase 9
61,mmu-miR-466i-3p,Sgo2a,shugoshin 2A
61,mmu-miR-466i-3p,Rasgrp3,"RAS, guanyl releasing protein 3"
61,mmu-miR-466i-3p,Dcaf17,DDB1 and CUL4 associated factor 17
61,mmu-miR-466i-3p,Tenm4,teneurin transmembrane protein 4
61,mmu-miR-466i-3p,Tbc1d13,"TBC1 domain family, member 13"
61,mmu-miR-466i-3p,Ms4a4b,"membrane-spanning 4-domains, subfamily A, member 4B"
60,mmu-miR-466i-3p,Tmem236,transmembrane protein 236
60,mmu-miR-466i-3p,Xiap,X-linked inhibitor of apoptosis
60,mmu-miR-466i-3p,Atf7ip,activating transcription factor 7 interacting protein
60,mmu-miR-466i-3p,Fbn1,fibrillin 1
60,mmu-miR-466i-3p,Wdr4,WD repeat domain 4
60,mmu-miR-466i-3p,Mmp28,matrix metallopeptidase 28 (epilysin)
60,mmu-miR-466i-3p,Luc7l3,LUC7-like 3 (S. cerevisiae)
60,mmu-miR-466i-3p,Ube2d2a,ubiquitin-conjugating enzyme E2D 2A
60,mmu-miR-466i-3p,Tagap1,T cell activation GTPase activating protein 1
60,mmu-miR-466i-3p,Vat1,vesicle amine transport 1
60,mmu-miR-466i-3p,Abhd3,abhydrolase domain containing 3
60,mmu-miR-466i-3p,Ptpn9,"protein tyrosine phosphatase, non-receptor type 9"
60,mmu-miR-466i-3p,Klf8,Kruppel-like factor 8
60,mmu-miR-466i-3p,Pea15a,phosphoprotein enriched in astrocytes 15A
60,mmu-miR-466i-3p,Tagap,T cell activation Rho GTPase activating protein
60,mmu-miR-466i-3p,Twf2,twinfilin actin binding protein 2
60,mmu-miR-466i-3p,Pofut1,protein O-fucosyltransferase 1
60,mmu-miR-466i-3p,Srp72,signal recognition particle 72
60,mmu-miR-466i-3p,Kitl,kit ligand
60,mmu-miR-466i-3p,Nasp,nuclear autoantigenic sperm protein (histone-binding)
60,mmu-miR-466i-3p,Mindy2,MINDY lysine 48 deubiquitinase 2
60,mmu-miR-466i-3p,Brix1,"BRX1, biogenesis of ribosomes"
60,mmu-miR-466i-3p,Foxj3,forkhead box J3
60,mmu-miR-466i-3p,Lbh,limb-bud and heart
60,mmu-miR-466i-3p,Ehhadh,"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase"
60,mmu-miR-466i-3p,Rtf1,"RTF1, Paf1/RNA polymerase II complex component"
60,mmu-miR-466i-3p,Loxl3,lysyl oxidase-like 3
60,mmu-miR-466i-3p,Cldn19,claudin 19
60,mmu-miR-466i-3p,Bmp2,bone morphogenetic protein 2
60,mmu-miR-466i-3p,Jarid2,"jumonji, AT rich interactive domain 2"
59,mmu-miR-466i-3p,Dda1,DET1 and DDB1 associated 1
59,mmu-miR-466i-3p,Pja2,praja ring finger ubiquitin ligase 2
59,mmu-miR-466i-3p,Stx2,syntaxin 2
59,mmu-miR-466i-3p,Znrf1,zinc and ring finger 1
59,mmu-miR-466i-3p,Pgm5,phosphoglucomutase 5
59,mmu-miR-466i-3p,Scamp5,secretory carrier membrane protein 5
59,mmu-miR-466i-3p,Rbpms,RNA binding protein gene with multiple splicing
59,mmu-miR-466i-3p,Tgfbr2,"transforming growth factor, beta receptor II"
59,mmu-miR-466i-3p,Gxylt1,glucoside xylosyltransferase 1
59,mmu-miR-466i-3p,Ppp2r2c,"protein phosphatase 2, regulatory subunit B, gamma"
59,mmu-miR-466i-3p,Rundc3b,RUN domain containing 3B
59,mmu-miR-466i-3p,Arid4a,AT rich interactive domain 4A (RBP1-like)
59,mmu-miR-466i-3p,Gzmn,granzyme N
59,mmu-miR-466i-3p,Trim67,tripartite motif-containing 67
59,mmu-miR-466i-3p,Clstn2,calsyntenin 2
59,mmu-miR-466i-3p,Mtf2,metal response element binding transcription factor 2
59,mmu-miR-466i-3p,Aak1,AP2 associated kinase 1
59,mmu-miR-466i-3p,Ddx52,DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
59,mmu-miR-466i-3p,Sh3rf1,SH3 domain containing ring finger 1
59,mmu-miR-466i-3p,Cep192,centrosomal protein 192
59,mmu-miR-466i-3p,Map3k8,mitogen-activated protein kinase kinase kinase 8
59,mmu-miR-466i-3p,Foxr2,forkhead box R2
59,mmu-miR-466i-3p,Mmp20,matrix metallopeptidase 20 (enamelysin)
59,mmu-miR-466i-3p,Abcc4,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4"
59,mmu-miR-466i-3p,Elovl5,"ELOVL family member 5, elongation of long chain fatty acids (yeast)"
58,mmu-miR-466i-3p,Wnt5a,"wingless-type MMTV integration site family, member 5A"
58,mmu-miR-466i-3p,Prpf39,pre-mRNA processing factor 39
58,mmu-miR-466i-3p,B3galnt1,"UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1"
58,mmu-miR-466i-3p,Mphosph6,M phase phosphoprotein 6
58,mmu-miR-466i-3p,Nsrp1,nuclear speckle regulatory protein 1
58,mmu-miR-466i-3p,Bsn,bassoon
58,mmu-miR-466i-3p,Trim36,tripartite motif-containing 36
58,mmu-miR-466i-3p,Pik3cg,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"
58,mmu-miR-466i-3p,Cntn1,contactin 1
58,mmu-miR-466i-3p,Mthfd2,"methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase"
58,mmu-miR-466i-3p,Rrn3,RRN3 RNA polymerase I transcription factor homolog (yeast)
58,mmu-miR-466i-3p,Sim2,single-minded family bHLH transcription factor 2
58,mmu-miR-466i-3p,Ywhab,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide"
58,mmu-miR-466i-3p,Ccdc174,coiled-coil domain containing 174
58,mmu-miR-466i-3p,Zfp36l1,"zinc finger protein 36, C3H type-like 1"
58,mmu-miR-466i-3p,Rad54l2,RAD54 like 2 (S. cerevisiae)
58,mmu-miR-466i-3p,Zfp385b,zinc finger protein 385B
58,mmu-miR-466i-3p,Lcorl,ligand dependent nuclear receptor corepressor-like
58,mmu-miR-466i-3p,Arl14epl,ADP-ribosylation factor-like 14 effector protein-like
58,mmu-miR-466i-3p,Pear1,platelet endothelial aggregation receptor 1
58,mmu-miR-466i-3p,Macc1,metastasis associated in colon cancer 1
58,mmu-miR-466i-3p,Rab2b,"RAB2B, member RAS oncogene family"
58,mmu-miR-466i-3p,Klf9,Kruppel-like factor 9
58,mmu-miR-466i-3p,Emc1,ER membrane protein complex subunit 1
57,mmu-miR-466i-3p,Nusap1,nucleolar and spindle associated protein 1
57,mmu-miR-466i-3p,Slc1a1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1"
57,mmu-miR-466i-3p,Cbll1,Casitas B-lineage lymphoma-like 1
57,mmu-miR-466i-3p,Gna14,"guanine nucleotide binding protein, alpha 14"
57,mmu-miR-466i-3p,Snrnp35,small nuclear ribonucleoprotein 35 (U11/U12)
57,mmu-miR-466i-3p,Med1,mediator complex subunit 1
57,mmu-miR-466i-3p,Efnb1,ephrin B1
57,mmu-miR-466i-3p,Cdh23,cadherin 23 (otocadherin)
57,mmu-miR-466i-3p,Cers6,ceramide synthase 6
57,mmu-miR-466i-3p,Samd7,sterile alpha motif domain containing 7
57,mmu-miR-466i-3p,Slc12a1,"solute carrier family 12, member 1"
57,mmu-miR-466i-3p,Hectd2,HECT domain E3 ubiquitin protein ligase 2
57,mmu-miR-466i-3p,Fry,FRY microtubule binding protein
57,mmu-miR-466i-3p,Fbxo34,F-box protein 34
57,mmu-miR-466i-3p,Eya4,EYA transcriptional coactivator and phosphatase 4
57,mmu-miR-466i-3p,Mospd1,motile sperm domain containing 1
57,mmu-miR-466i-3p,Itga4,integrin alpha 4
57,mmu-miR-466i-3p,Cnot6l,"CCR4-NOT transcription complex, subunit 6-like"
57,mmu-miR-466i-3p,Mtfmt,mitochondrial methionyl-tRNA formyltransferase
57,mmu-miR-466i-3p,March6,membrane-associated ring finger (C3HC4) 6
57,mmu-miR-466i-3p,Pigg,"phosphatidylinositol glycan anchor biosynthesis, class G"
57,mmu-miR-466i-3p,Tmem64,transmembrane protein 64
57,mmu-miR-466i-3p,Vma21,VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)
57,mmu-miR-466i-3p,Hmcn1,hemicentin 1
57,mmu-miR-466i-3p,Rnf38,ring finger protein 38
57,mmu-miR-466i-3p,Smarca1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
57,mmu-miR-466i-3p,Slc30a4,"solute carrier family 30 (zinc transporter), member 4"
57,mmu-miR-466i-3p,Ctdspl2,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2"
57,mmu-miR-466i-3p,Lrrc58,leucine rich repeat containing 58
57,mmu-miR-466i-3p,Mob3c,MOB kinase activator 3C
57,mmu-miR-466i-3p,Gpatch11,G patch domain containing 11
57,mmu-miR-466i-3p,Ttc19,tetratricopeptide repeat domain 19
57,mmu-miR-466i-3p,Smad6,SMAD family member 6
57,mmu-miR-466i-3p,Rtn4r,reticulon 4 receptor
57,mmu-miR-466i-3p,Pnisr,PNN interacting serine/arginine-rich
57,mmu-miR-466i-3p,Cldnd1,claudin domain containing 1
57,mmu-miR-466i-3p,Ccpg1,cell cycle progression 1
57,mmu-miR-466i-3p,Sgsm2,small G protein signaling modulator 2
57,mmu-miR-466i-3p,Zfhx3,zinc finger homeobox 3
57,mmu-miR-466i-3p,Cnot2,"CCR4-NOT transcription complex, subunit 2"
56,mmu-miR-466i-3p,Set,SET nuclear oncogene
56,mmu-miR-466i-3p,Dlx5,distal-less homeobox 5
56,mmu-miR-466i-3p,Akap5,A kinase (PRKA) anchor protein 5
56,mmu-miR-466i-3p,Ltbp1,latent transforming growth factor beta binding protein 1
56,mmu-miR-466i-3p,Rnf145,ring finger protein 145
56,mmu-miR-466i-3p,Zfp644,zinc finger protein 644
56,mmu-miR-466i-3p,Sephs1,selenophosphate synthetase 1
56,mmu-miR-466i-3p,Htr3b,5-hydroxytryptamine (serotonin) receptor 3B
56,mmu-miR-466i-3p,Ado,2-aminoethanethiol (cysteamine) dioxygenase
56,mmu-miR-466i-3p,Ralgapa1,"Ral GTPase activating protein, alpha subunit 1"
56,mmu-miR-466i-3p,Kcnc1,"potassium voltage gated channel, Shaw-related subfamily, member 1"
56,mmu-miR-466i-3p,Hspd1,heat shock protein 1 (chaperonin)
56,mmu-miR-466i-3p,Gda,guanine deaminase
56,mmu-miR-466i-3p,D630023F18Rik,RIKEN cDNA D630023F18 gene
56,mmu-miR-466i-3p,Dusp28,dual specificity phosphatase 28
56,mmu-miR-466i-3p,Mcf2,mcf.2 transforming sequence
56,mmu-miR-466i-3p,Rgl1,"ral guanine nucleotide dissociation stimulator,-like 1"
56,mmu-miR-466i-3p,Ramac,RNA guanine-7 methyltransferase activating subunit
56,mmu-miR-466i-3p,Cabcoco1,ciliary associated calcium binding coiled-coil 1
56,mmu-miR-466i-3p,Ppfia2,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2"
56,mmu-miR-466i-3p,Fzd4,frizzled class receptor 4
56,mmu-miR-466i-3p,Kcnq5,"potassium voltage-gated channel, subfamily Q, member 5"
56,mmu-miR-466i-3p,Slx1b,SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)
56,mmu-miR-466i-3p,AU018091,expressed sequence AU018091
56,mmu-miR-466i-3p,Rfesd,Rieske (Fe-S) domain containing
56,mmu-miR-466i-3p,Sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"
55,mmu-miR-466i-3p,Ifi203,interferon activated gene 203
55,mmu-miR-466i-3p,Elovl1,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1"
55,mmu-miR-466i-3p,Zfp322a,zinc finger protein 322A
55,mmu-miR-466i-3p,Nop16,NOP16 nucleolar protein
55,mmu-miR-466i-3p,Nsg1,neuron specific gene family member 1
55,mmu-miR-466i-3p,Plekha1,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1"
55,mmu-miR-466i-3p,Rbm34,RNA binding motif protein 34
55,mmu-miR-466i-3p,Fndc3b,fibronectin type III domain containing 3B
55,mmu-miR-466i-3p,Arhgap23,Rho GTPase activating protein 23
55,mmu-miR-466i-3p,Tmcc1,transmembrane and coiled coil domains 1
55,mmu-miR-466i-3p,Pcdh20,protocadherin 20
55,mmu-miR-466i-3p,Ipcef1,interaction protein for cytohesin exchange factors 1
55,mmu-miR-466i-3p,Klk10,kallikrein related-peptidase 10
55,mmu-miR-466i-3p,Tgfa,transforming growth factor alpha
55,mmu-miR-466i-3p,Kcnmb2,"potassium large conductance calcium-activated channel, subfamily M, beta member 2"
55,mmu-miR-466i-3p,Phactr3,phosphatase and actin regulator 3
55,mmu-miR-466i-3p,Tnfrsf11a,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"
55,mmu-miR-466i-3p,Scml4,Scm polycomb group protein like 4
55,mmu-miR-466i-3p,Coa7,cytochrome c oxidase assembly factor 7
55,mmu-miR-466i-3p,Zscan26,zinc finger and SCAN domain containing 26
55,mmu-miR-466i-3p,Ildr1,immunoglobulin-like domain containing receptor 1
55,mmu-miR-466i-3p,Srsf2,serine/arginine-rich splicing factor 2
55,mmu-miR-466i-3p,Eif5a2,eukaryotic translation initiation factor 5A2
55,mmu-miR-466i-3p,Crtc3,CREB regulated transcription coactivator 3
55,mmu-miR-466i-3p,Fam124b,"family with sequence similarity 124, member B"
55,mmu-miR-466i-3p,Tle1,transducin-like enhancer of split 1
55,mmu-miR-466i-3p,Utp14a,UTP14A small subunit processome component
55,mmu-miR-466i-3p,Galnt2,polypeptide N-acetylgalactosaminyltransferase 2
55,mmu-miR-466i-3p,Vsig10l,V-set and immunoglobulin domain containing 10 like
55,mmu-miR-466i-3p,Rsbn1,"rosbin, round spermatid basic protein 1"
55,mmu-miR-466i-3p,Sorbs2,sorbin and SH3 domain containing 2
55,mmu-miR-466i-3p,Hif1an,"hypoxia-inducible factor 1, alpha subunit inhibitor"
55,mmu-miR-466i-3p,Eno2,"enolase 2, gamma neuronal"
54,mmu-miR-466i-3p,Hoxa5,homeobox A5
54,mmu-miR-466i-3p,Adgrg2,adhesion G protein-coupled receptor G2
54,mmu-miR-466i-3p,Lrrn4cl,LRRN4 C-terminal like
54,mmu-miR-466i-3p,Cep97,centrosomal protein 97
54,mmu-miR-466i-3p,9930021J03Rik,RIKEN cDNA 9930021J03 gene
54,mmu-miR-466i-3p,Fat1,FAT atypical cadherin 1
54,mmu-miR-466i-3p,Celf2,"CUGBP, Elav-like family member 2"
54,mmu-miR-466i-3p,Tlx1,"T cell leukemia, homeobox 1"
54,mmu-miR-466i-3p,Dsg2,desmoglein 2
54,mmu-miR-466i-3p,Proz,"protein Z, vitamin K-dependent plasma glycoprotein"
54,mmu-miR-466i-3p,Pak6,p21 (RAC1) activated kinase 6
54,mmu-miR-466i-3p,Fasn,fatty acid synthase
54,mmu-miR-466i-3p,Fam221a,"family with sequence similarity 221, member A"
54,mmu-miR-466i-3p,Dut,deoxyuridine triphosphatase
54,mmu-miR-466i-3p,Cbln2,cerebellin 2 precursor protein
54,mmu-miR-466i-3p,Map6d1,MAP6 domain containing 1
54,mmu-miR-466i-3p,Map3k1,mitogen-activated protein kinase kinase kinase 1
54,mmu-miR-466i-3p,Zfp426,zinc finger protein 426
54,mmu-miR-466i-3p,Ms4a6c,"membrane-spanning 4-domains, subfamily A, member 6C"
54,mmu-miR-466i-3p,Pi15,peptidase inhibitor 15
54,mmu-miR-466i-3p,Abca15,"ATP-binding cassette, sub-family A (ABC1), member 15"
54,mmu-miR-466i-3p,Ogt,O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
54,mmu-miR-466i-3p,Tmem88b,transmembrane protein 88B
54,mmu-miR-466i-3p,Rbpms2,RNA binding protein with multiple splicing 2
54,mmu-miR-466i-3p,Iws1,"IWS1, SUPT6 interacting protein"
54,mmu-miR-466i-3p,Olfr1166,olfactory receptor 1166
54,mmu-miR-466i-3p,Arl5a,ADP-ribosylation factor-like 5A
53,mmu-miR-466i-3p,Tet2,tet methylcytosine dioxygenase 2
53,mmu-miR-466i-3p,Shroom3,shroom family member 3
53,mmu-miR-466i-3p,Gng7,"guanine nucleotide binding protein (G protein), gamma 7"
53,mmu-miR-466i-3p,Cntf,ciliary neurotrophic factor
53,mmu-miR-466i-3p,Rhoa,ras homolog family member A
53,mmu-miR-466i-3p,Braf,Braf transforming gene
53,mmu-miR-466i-3p,Gm6377,predicted gene 6377
53,mmu-miR-466i-3p,Pcgf2,polycomb group ring finger 2
53,mmu-miR-466i-3p,Lrp2,low density lipoprotein receptor-related protein 2
53,mmu-miR-466i-3p,Ccdc127,coiled-coil domain containing 127
53,mmu-miR-466i-3p,Klhl13,kelch-like 13
53,mmu-miR-466i-3p,Wdr26,WD repeat domain 26
53,mmu-miR-466i-3p,Zfp780b,zinc finger protein 780B
53,mmu-miR-466i-3p,Smg1,"SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)"
53,mmu-miR-466i-3p,Pitpnm3,PITPNM family member 3
53,mmu-miR-466i-3p,Sdad1,SDA1 domain containing 1
53,mmu-miR-466i-3p,Gcnt4,"glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)"
53,mmu-miR-466i-3p,Calcoco2,calcium binding and coiled-coil domain 2
53,mmu-miR-466i-3p,Usp46,ubiquitin specific peptidase 46
53,mmu-miR-466i-3p,Wbp4,WW domain binding protein 4
53,mmu-miR-466i-3p,Atad2,"ATPase family, AAA domain containing 2"
53,mmu-miR-466i-3p,Nfat5,nuclear factor of activated T cells 5
53,mmu-miR-466i-3p,Bnc2,basonuclin 2
53,mmu-miR-466i-3p,Gnb4,"guanine nucleotide binding protein (G protein), beta 4"
53,mmu-miR-466i-3p,Cask,calcium/calmodulin-dependent serine protein kinase (MAGUK family)
53,mmu-miR-466i-3p,Gucy1a2,"guanylate cyclase 1, soluble, alpha 2"
53,mmu-miR-466i-3p,Sorcs1,sortilin-related VPS10 domain containing receptor 1
53,mmu-miR-466i-3p,Otulinl,OTU deubiquitinase with linear linkage specificity like
53,mmu-miR-466i-3p,Nup133,nucleoporin 133
53,mmu-miR-466i-3p,Phf13,PHD finger protein 13
53,mmu-miR-466i-3p,Nhsl1,NHS-like 1
53,mmu-miR-466i-3p,Slc6a8,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8"
53,mmu-miR-466i-3p,Mbtps2,"membrane-bound transcription factor peptidase, site 2"
52,mmu-miR-466i-3p,Dcun1d1,"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)"
52,mmu-miR-466i-3p,Apol8,apolipoprotein L 8
52,mmu-miR-466i-3p,Pcdh8,protocadherin 8
52,mmu-miR-466i-3p,Anln,"anillin, actin binding protein"
52,mmu-miR-466i-3p,Asns,asparagine synthetase
52,mmu-miR-466i-3p,Gabra4,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4"
52,mmu-miR-466i-3p,Capza1,"capping protein (actin filament) muscle Z-line, alpha 1"
52,mmu-miR-466i-3p,Draxin,dorsal inhibitory axon guidance protein
